0,9321,0.0,0,0,0,0,0,0
0,9004,0.0,0,0,0,0,0,0
2,8219,0.024,83,1,2,2,1,0
0,9181,0.0,0,0,0,0,0,0
4,6897,0.058,80,2,4,3,2,0
10,7540,0.133,109,2,10,5,5,0
1,8709,0.011,217,1,1,1,1,0
2,9159,0.022,94,2,2,2,1,0
1,8827,0.011,119,1,1,1,1,0
1,8827,0.011,90,1,1,1,1,0
0,6810,0.0,0,0,0,0,0,0
1,9153,0.011,89,1,1,1,1,0
2,8418,0.024,116,2,2,2,1,0
2,8070,0.025,84,2,2,2,1,0
0,8048,0.0,0,0,0,0,0,0
0,8307,0.0,0,0,0,0,0,0
1,7481,0.013,89,1,1,1,1,0
0,8468,0.0,0,0,0,0,0,0
1,9083,0.011,75,1,1,1,1,0
4,8019,0.05,132,1,3,4,1,0
0,8453,0.0,0,0,0,0,0,0
1,8946,0.011,150,1,1,1,1,0
0,8725,0.0,0,0,0,0,0,0
2,9376,0.021,84,2,2,2,1,0
1,8890,0.011,92,1,1,1,1,0
4,4304,0.093,81,3,3,4,1,0
1,9958,0.01,94,1,1,1,1,0
2,7923,0.025,97,2,2,1,2,0
0,8286,0.0,0,0,0,0,0,0
0,8482,0.0,0,0,0,0,0,0
0,9186,0.0,0,0,0,0,0,0
1,9104,0.011,104,1,1,1,1,0
1,9141,0.011,181,1,1,1,1,0
0,8181,0.0,0,0,0,0,0,0
3,7873,0.038,86,1,3,2,2,0
0,8321,0.0,0,0,0,0,0,0
0,9352,0.0,0,0,0,0,0,0
2,9164,0.022,160,2,2,2,1,0
3,8528,0.035,88,3,3,3,1,0
0,9161,0.0,0,0,0,0,0,0
0,8693,0.0,0,0,0,0,0,0
1,9160,0.011,74,1,1,1,1,0
9,4386,0.205,88,3,9,4,6,0
0,6324,0.0,0,0,0,0,0,0
0,9534,0.0,0,0,0,0,0,0
0,9176,0.0,0,0,0,0,0,0
1,8617,0.012,89,1,1,1,1,0
0,9197,0.0,0,0,0,0,0,0
0,8356,0.0,0,0,0,0,0,0
0,8686,0.0,0,0,0,0,0,0
0,8861,0.0,0,0,0,0,0,0
1,9143,0.011,94,1,1,1,1,0
0,7657,0.0,0,0,0,0,0,0
0,9138,0.0,0,0,0,0,0,0
0,8284,0.0,0,0,0,0,0,0
0,9304,0.0,0,0,0,0,0,0
0,8803,0.0,0,0,0,0,0,0
4,9151,0.044,84,4,4,4,1,0
1,9055,0.011,89,1,1,1,1,0
1,7962,0.013,119,1,1,1,1,0
3,9308,0.032,130,2,3,2,2,0
2,7895,0.025,86,2,2,2,1,0
0,8472,0.0,0,0,0,0,0,0
0,8475,0.0,0,0,0,0,0,0
1,8408,0.012,94,1,1,1,1,0
0,9259,0.0,0,0,0,0,0,0
0,8903,0.0,0,0,0,0,0,0
2,9161,0.022,84,1,2,2,1,0
0,9219,0.0,0,0,0,0,0,0
1,8361,0.012,88,1,1,1,1,0
2,8830,0.023,82,2,2,2,1,0
1,8200,0.012,89,1,1,1,1,0
1,8857,0.011,89,1,1,1,1,0
0,8886,0.0,0,0,0,0,0,0
0,8466,0.0,0,0,0,0,0,0
1,9175,0.011,89,1,1,1,1,0
0,8906,0.0,0,0,0,0,0,0
0,9153,0.0,0,0,0,0,0,0
3,8698,0.034,139,3,3,2,2,0
1,8157,0.012,91,1,1,1,1,0
0,8422,0.0,0,0,0,0,0,0
1,9046,0.011,89,1,1,1,1,0
2,9196,0.022,82,2,2,2,1,0
0,9150,0.0,0,0,0,0,0,0
0,8628,0.0,0,0,0,0,0,0
0,9207,0.0,0,0,0,0,0,0
1,6268,0.016,113,1,1,1,1,0
2,9165,0.022,111,2,2,2,1,0
1,8757,0.011,89,1,1,1,1,0
0,8810,0.0,0,0,0,0,0,0
3,8503,0.035,156,2,3,3,1,0
1,7004,0.014,94,1,1,1,1,0
1,6238,0.016,79,1,1,1,1,0
1,6665,0.015,89,1,1,1,1,0
2,6091,0.033,85,2,2,2,1,0
2,7373,0.027,154,1,2,2,1,0
1,7933,0.013,89,1,1,1,1,0
1,8395,0.012,89,1,1,1,1,0
3,8184,0.037,89,1,3,1,3,0
0,9297,0.0,0,0,0,0,0,0
2,9017,0.022,140,2,2,2,1,0
0,6358,0.0,0,0,0,0,0,0
1,7240,0.014,89,1,1,1,1,0
2,8658,0.023,82,2,2,2,1,0
2,8473,0.024,114,2,1,2,1,0
2,9285,0.022,163,2,2,2,1,0
0,9165,0.0,0,0,0,0,0,0
9,9087,0.099,128,3,9,6,4,0
0,9136,0.0,0,0,0,0,0,0
1,9104,0.011,91,1,1,1,1,0
1,8519,0.012,150,1,1,1,1,0
1,8188,0.012,91,1,1,1,1,0
1,8476,0.012,89,1,1,1,1,0
3,9150,0.033,88,3,3,3,1,0
4,8287,0.048,87,2,4,4,1,0
1,8425,0.012,84,1,1,1,1,0
0,8300,0.0,0,0,0,0,0,0
2,9252,0.022,134,1,2,2,1,0
0,8440,0.0,0,0,0,0,0,0
1,8561,0.012,85,1,1,1,1,0
1,9200,0.011,75,1,1,1,1,0
2,8619,0.023,158,2,2,2,1,0
6,9190,0.065,85,2,6,6,1,0
2,8157,0.025,92,2,2,2,1,0
4,9206,0.043,157,2,4,3,2,0
4,8989,0.044,84,2,4,3,2,0
2,8092,0.025,82,2,2,2,1,0
0,8426,0.0,0,0,0,0,0,0
1,9210,0.011,105,1,1,1,1,0
1,8854,0.011,150,1,1,1,1,0
1,8857,0.011,85,1,1,1,1,0
2,9038,0.022,88,2,2,2,1,0
0,8284,0.0,0,0,0,0,0,0
0,8527,0.0,0,0,0,0,0,0
1,8308,0.012,89,1,1,1,1,0
1,8414,0.012,83,1,1,1,1,0
10,8768,0.114,97,2,10,8,2,0
6,8367,0.072,89,4,6,5,2,0
2,9147,0.022,146,2,2,2,1,0
1,7898,0.013,233,1,1,1,1,0
2,8776,0.023,90,2,2,2,1,0
1,8337,0.012,82,1,1,1,1,0
0,8707,0.0,0,0,0,0,0,0
26,8590,0.303,90,2,26,14,6,0
9,8162,0.11,86,2,9,7,2,0
11,8200,0.134,91,2,9,8,3,0
1,8061,0.012,88,1,1,1,1,0
4,8319,0.048,100,3,4,4,1,0
4,8794,0.045,96,2,4,3,2,0
4,7817,0.051,80,3,4,4,1,0
0,8493,0.0,0,0,0,0,0,0
3,9154,0.033,92,2,3,3,1,0
5,8897,0.056,95,4,5,4,2,0
10,8826,0.113,101,3,10,7,3,0
0,8929,0.0,0,0,0,0,0,0
3,8569,0.035,84,2,3,3,1,0
9,7993,0.113,104,5,9,7,2,0
1,9436,0.011,88,1,1,1,1,0
8,9377,0.085,82,2,7,4,2,0
8,9346,0.086,128,3,8,8,1,0
6,8199,0.073,86,2,6,3,4,0
9,8421,0.107,81,2,8,6,3,0
8,8903,0.09,95,2,8,4,3,0
1,8801,0.011,86,1,1,1,1,0
1,8850,0.011,150,1,1,1,1,0
4,8825,0.045,81,2,4,4,1,0
1,9057,0.011,94,1,1,1,1,0
5,8439,0.059,97,2,5,5,1,0
3,8198,0.037,96,2,3,2,2,0
5,8044,0.062,89,2,5,4,2,0
1,8033,0.012,147,1,1,1,1,0
5,8299,0.06,103,3,5,3,3,0
3,7420,0.04,81,2,3,3,1,0
2,8600,0.023,76,2,2,2,1,0
2,7957,0.025,76,2,2,1,2,0
1,9250,0.011,88,1,1,1,1,0
3,9160,0.033,104,2,3,3,1,0
3,9062,0.033,79,3,3,2,2,0
3,8468,0.035,81,3,3,3,1,0
1,8195,0.012,85,1,1,1,1,0
1,8206,0.012,204,1,1,1,1,0
0,8535,0.0,0,0,0,0,0,0
2,9129,0.022,88,2,2,2,1,0
1,8853,0.011,89,1,1,1,1,0
0,8362,0.0,0,0,0,0,0,0
0,8442,0.0,0,0,0,0,0,0
0,8076,0.0,0,0,0,0,0,0
1,8186,0.012,80,1,1,1,1,0
2,8819,0.023,120,2,2,2,1,0
3,8679,0.035,113,2,3,1,3,0
0,9110,0.0,0,0,0,0,0,0
0,8113,0.0,0,0,0,0,0,0
0,8545,0.0,0,0,0,0,0,0
0,8494,0.0,0,0,0,0,0,0
1,9307,0.011,89,1,1,1,1,0
1,8774,0.011,136,1,1,1,1,0
1,8605,0.012,88,1,1,1,1,0
0,8946,0.0,0,0,0,0,0,0
2,8653,0.023,86,1,2,2,1,0
2,8676,0.023,120,2,2,2,1,0
2,9125,0.022,99,2,2,2,1,0
0,8289,0.0,0,0,0,0,0,0
1,8292,0.012,80,1,1,1,1,0
0,9198,0.0,0,0,0,0,0,0
0,7569,0.0,0,0,0,0,0,0
2,9220,0.022,90,2,2,2,1,0
2,9155,0.022,84,2,2,2,1,0
1,9129,0.011,77,1,1,1,1,0
2,9096,0.022,80,2,2,2,1,0
1,7941,0.013,75,1,1,1,1,0
0,8640,0.0,0,0,0,0,0,0
1,8318,0.012,80,1,1,1,1,0
3,9100,0.033,117,2,3,3,1,0
1,8331,0.012,80,1,1,1,1,0
8,8301,0.096,86,3,8,4,4,0
3,8878,0.034,100,3,3,3,1,0
3,8325,0.036,83,3,3,3,1,0
3,9253,0.032,83,3,3,3,1,0
3,9099,0.033,93,3,3,2,2,0
3,9055,0.033,79,2,3,2,2,0
2,9048,0.022,88,2,2,2,1,0
1,9114,0.011,75,1,1,1,1,0
0,8585,0.0,0,0,0,0,0,0
3,8326,0.036,88,3,3,3,1,0
3,8772,0.034,85,3,3,2,2,0
0,9183,0.0,0,0,0,0,0,0
3,7875,0.038,89,1,3,2,2,0
1,8374,0.012,86,1,1,1,1,0
3,8301,0.036,128,2,3,2,2,0
2,7611,0.026,86,2,2,2,1,0
3,8481,0.035,114,2,3,2,2,0
1,8556,0.012,100,1,1,1,1,0
5,7534,0.066,121,2,5,2,4,0
2,7685,0.026,83,1,2,2,1,0
3,7128,0.042,83,2,3,3,1,0
1,7712,0.013,89,1,1,1,1,0
2,7504,0.027,88,2,2,2,1,0
0,7286,0.0,0,0,0,0,0,0
0,7102,0.0,0,0,0,0,0,0
0,7565,0.0,0,0,0,0,0,0
0,7684,0.0,0,0,0,0,0,0
5,7628,0.066,102,4,5,4,2,0
7,7551,0.093,84,4,7,3,3,0
9,6745,0.133,93,4,9,7,3,0
8,7684,0.104,88,3,8,7,2,0
1,7167,0.014,85,1,1,1,1,0
0,6150,0.0,0,0,0,0,0,0
0,6459,0.0,0,0,0,0,0,0
1,6485,0.015,150,1,1,1,1,0
3,5973,0.05,79,1,3,1,3,0
4,7169,0.056,82,3,4,4,1,0
6,6905,0.087,83,3,5,5,2,0
2,6737,0.03,92,2,2,2,1,0
1,6055,0.017,90,1,1,1,1,0
0,6847,0.0,0,0,0,0,0,0
1,6892,0.015,91,1,1,1,1,0
1,7312,0.014,81,1,1,1,1,0
4,6568,0.061,115,2,4,3,2,0
2,6953,0.029,116,2,2,2,1,0
0,6917,0.0,0,0,0,0,0,0
1,7526,0.013,89,1,1,1,1,0
0,7029,0.0,0,0,0,0,0,0
0,6783,0.0,0,0,0,0,0,0
0,6761,0.0,0,0,0,0,0,0
0,5714,0.0,0,0,0,0,0,0
0,6102,0.0,0,0,0,0,0,0
6,6922,0.087,104,3,6,6,1,0
9,6578,0.137,97,2,9,7,3,0
0,7295,0.0,0,0,0,0,0,0
2,6237,0.032,126,2,2,2,1,0
2,6960,0.029,75,2,2,2,1,0
6,6113,0.098,113,4,6,6,1,0
2,5926,0.034,76,2,2,2,1,0
4,5621,0.071,133,3,4,3,2,0
4,5671,0.071,81,4,4,4,1,0
8,5419,0.148,121,3,8,5,3,0
4,5720,0.07,90,4,4,3,2,0
10,6455,0.155,100,7,10,9,2,0
10,6881,0.145,109,4,10,8,2,0
3,5943,0.05,109,3,3,3,1,0
1,6755,0.015,80,1,1,1,1,0
4,6855,0.058,97,2,4,4,1,0
0,6726,0.0,0,0,0,0,0,0
3,6461,0.046,103,2,3,3,1,0
4,6394,0.063,109,4,4,4,1,0
5,6773,0.074,126,5,5,4,2,0
5,6671,0.075,78,2,5,4,2,0
4,6800,0.059,94,4,4,4,1,0
2,6638,0.03,120,2,2,2,1,0
6,6507,0.092,102,2,5,5,2,0
5,5546,0.09,87,3,5,5,1,0
3,6623,0.045,95,3,3,2,2,0
4,6893,0.058,85,3,4,4,1,0
4,6819,0.059,90,3,4,3,2,0
0,6989,0.0,0,0,0,0,0,0
1,7006,0.014,89,1,1,1,1,0
1,6439,0.016,193,1,1,1,1,0
0,6575,0.0,0,0,0,0,0,0
1,7015,0.014,85,1,1,1,1,0
0,6723,0.0,0,0,0,0,0,0
2,6203,0.032,120,2,2,2,1,0
4,6438,0.062,154,2,4,1,4,0
1,6650,0.015,86,1,1,1,1,0
2,6299,0.032,94,2,2,2,1,0
2,7499,0.027,126,2,2,2,1,0
6,6602,0.091,125,5,6,4,3,0
2,6811,0.029,88,2,2,1,2,0
1,7168,0.014,150,1,1,1,1,0
0,6604,0.0,0,0,0,0,0,0
1,6454,0.015,95,1,1,1,1,0
0,6946,0.0,0,0,0,0,0,0
0,6710,0.0,0,0,0,0,0,0
1,6706,0.015,89,1,1,1,1,0
0,6848,0.0,0,0,0,0,0,0
1,6781,0.015,82,1,1,1,1,0
1,7062,0.014,89,1,1,1,1,0
0,6758,0.0,0,0,0,0,0,0
2,6658,0.03,112,2,2,2,1,0
0,5858,0.0,0,0,0,0,0,0
0,6958,0.0,0,0,0,0,0,0
0,6707,0.0,0,0,0,0,0,0
0,6519,0.0,0,0,0,0,0,0
3,6264,0.048,96,3,3,3,1,0
2,6451,0.031,130,2,2,1,2,0
3,6820,0.044,95,3,3,3,1,0
4,6854,0.058,96,2,4,3,2,0
2,6751,0.03,75,1,2,2,1,0
1,6459,0.015,82,1,1,1,1,0
0,6753,0.0,0,0,0,0,0,0
0,6441,0.0,0,0,0,0,0,0
1,6493,0.015,71,1,1,1,1,0
0,6773,0.0,0,0,0,0,0,0
1,6338,0.016,229,1,1,1,1,0
3,6248,0.048,82,3,3,3,1,0
1,6534,0.015,74,1,1,1,1,0
2,6766,0.03,86,2,2,2,1,0
4,6511,0.061,119,4,4,4,1,0
0,6766,0.0,0,0,0,0,0,0
5,7178,0.07,95,3,5,3,2,0
3,7056,0.043,85,3,3,3,1,0
0,6872,0.0,0,0,0,0,0,0
2,6689,0.03,94,2,2,2,1,0
4,6867,0.058,104,2,4,3,2,0
1,6894,0.015,70,1,0,1,1,0
1,6802,0.015,75,1,1,1,1,0
3,6575,0.046,79,1,3,2,2,0
0,6561,0.0,0,0,0,0,0,0
4,6579,0.061,104,3,4,4,1,0
1,6601,0.015,79,1,1,1,1,0
0,6456,0.0,0,0,0,0,0,0
3,6670,0.045,77,1,3,2,2,0
3,6803,0.044,104,2,3,2,2,0
1,6929,0.014,88,1,1,1,1,0
1,7173,0.014,87,1,1,1,1,0
4,6379,0.063,144,2,4,3,2,0
2,6866,0.029,159,1,2,1,2,0
2,6694,0.03,79,1,2,2,1,0
3,7105,0.042,86,2,3,3,1,0
6,7232,0.083,116,3,6,5,2,0
0,6699,0.0,0,0,0,0,0,0
2,7158,0.028,102,2,2,1,2,0
1,7038,0.014,89,1,1,1,1,0
0,6869,0.0,0,0,0,0,0,0
2,6396,0.031,78,2,2,2,1,0
6,7121,0.084,107,4,6,5,2,0
1,7199,0.014,76,1,1,1,1,0
1,6190,0.016,150,1,1,1,1,0
2,6539,0.031,84,2,2,2,1,0
2,5876,0.034,160,2,2,2,1,0
0,6762,0.0,0,0,0,0,0,0
0,6762,0.0,0,0,0,0,0,0
0,6649,0.0,0,0,0,0,0,0
1,6578,0.015,94,1,1,1,1,0
0,6747,0.0,0,0,0,0,0,0
3,6474,0.046,148,1,3,3,1,0
1,6749,0.015,158,1,1,1,1,0
3,7359,0.041,100,3,3,3,1,0
0,6791,0.0,0,0,0,0,0,0
4,6591,0.061,101,4,4,4,1,0
2,6741,0.03,140,2,2,2,1,0
0,6219,0.0,0,0,0,0,0,0
1,6230,0.016,85,1,1,1,1,0
0,6697,0.0,0,0,0,0,0,0
0,6780,0.0,0,0,0,0,0,0
3,6803,0.044,126,2,3,3,1,0
1,6533,0.015,77,1,1,1,1,0
0,6365,0.0,0,0,0,0,0,0
2,6861,0.029,95,2,2,2,1,0
3,6663,0.045,148,2,3,3,1,0
0,6917,0.0,0,0,0,0,0,0
1,6979,0.014,85,1,1,1,1,0
1,6981,0.014,80,1,1,1,1,0
0,6821,0.0,0,0,0,0,0,0
1,6465,0.015,92,1,1,1,1,0
2,6824,0.029,90,2,2,2,1,0
2,6247,0.032,80,2,2,2,1,0
1,6810,0.015,76,1,1,1,1,0
2,7184,0.028,88,2,2,2,1,0
4,6343,0.063,80,2,4,3,2,0
0,7114,0.0,0,0,0,0,0,0
1,6830,0.015,75,1,1,1,1,0
1,6852,0.015,150,1,1,1,1,0
0,6755,0.0,0,0,0,0,0,0
0,6814,0.0,0,0,0,0,0,0
4,6481,0.062,105,3,4,3,2,0
1,6440,0.016,119,1,1,1,1,0
1,7011,0.014,72,1,1,1,1,0
1,6613,0.015,229,1,1,1,1,0
1,6519,0.015,91,1,1,1,1,0
0,7203,0.0,0,0,0,0,0,0
2,6037,0.033,106,2,2,2,1,0
1,6995,0.014,117,1,1,1,1,0
4,6302,0.063,122,3,4,4,1,0
4,6008,0.067,122,3,4,4,1,0
1,7037,0.014,161,1,1,1,1,0
1,7822,0.013,103,1,1,1,1,0
1,5840,0.017,96,1,1,1,1,0
3,6899,0.043,79,2,3,2,2,0
0,7462,0.0,0,0,0,0,0,0
3,7240,0.041,146,2,3,3,1,0
1,6185,0.016,79,1,1,1,1,0
6,7213,0.083,80,3,6,5,2,0
7,5747,0.122,82,5,7,7,1,0
5,6447,0.078,81,2,5,4,2,0
2,6711,0.03,124,2,2,2,1,0
1,6581,0.015,75,1,1,1,1,0
1,6314,0.016,90,1,1,1,1,0
3,7262,0.041,101,3,3,3,1,0
3,6287,0.048,105,2,3,3,1,0
1,6471,0.015,79,1,1,1,1,0
1,6584,0.015,111,1,1,1,1,0
2,6862,0.029,111,2,2,2,1,0
1,6475,0.015,119,1,1,1,1,0
0,7241,0.0,0,0,0,0,0,0
2,6562,0.03,88,2,2,2,1,0
8,6189,0.129,82,3,8,3,3,0
2,6779,0.03,82,2,2,2,1,0
8,6362,0.126,103,4,8,7,2,0
4,6005,0.067,86,2,4,3,2,0
0,6827,0.0,0,0,0,0,0,0
1,7217,0.014,75,1,1,1,1,0
3,6702,0.045,168,3,3,3,1,0
2,6391,0.031,77,2,2,2,1,0
2,6531,0.031,82,2,2,2,1,0
3,6277,0.048,80,2,3,3,1,0
3,7026,0.043,81,1,3,3,1,0
0,6656,0.0,0,0,0,0,0,0
1,6886,0.015,338,1,1,1,1,0
0,6945,0.0,0,0,0,0,0,0
0,7098,0.0,0,0,0,0,0,0
0,6200,0.0,0,0,0,0,0,0
0,6707,0.0,0,0,0,0,0,0
5,7040,0.071,83,4,5,4,2,0
0,6739,0.0,0,0,0,0,0,0
3,7751,0.039,101,3,3,3,1,0
3,6665,0.045,104,2,3,3,1,0
1,6825,0.015,91,1,1,1,1,0
1,7413,0.013,89,1,1,1,1,0
3,6580,0.046,139,3,3,3,1,0
3,7010,0.043,224,1,3,3,1,0
2,7626,0.026,192,1,2,2,1,0
1,6180,0.016,102,1,1,1,1,0
1,6954,0.014,122,1,1,1,1,0
0,6626,0.0,0,0,0,0,0,0
6,6787,0.088,76,3,6,5,2,0
1,7144,0.014,91,1,1,1,1,0
3,6695,0.045,86,3,3,2,2,0
0,7042,0.0,0,0,0,0,0,0
0,6761,0.0,0,0,0,0,0,0
0,6530,0.0,0,0,0,0,0,0
3,6027,0.05,80,1,3,3,1,0
5,7176,0.07,93,4,5,3,3,0
0,7178,0.0,0,0,0,0,0,0
1,6482,0.015,161,1,1,1,1,0
0,6583,0.0,0,0,0,0,0,0
0,6724,0.0,0,0,0,0,0,0
0,5953,0.0,0,0,0,0,0,0
0,6815,0.0,0,0,0,0,0,0
0,7034,0.0,0,0,0,0,0,0
0,6596,0.0,0,0,0,0,0,0
1,6005,0.017,222,1,1,1,1,0
3,7633,0.039,91,3,3,3,1,0
1,5610,0.018,74,1,1,1,1,0
9,6789,0.133,105,4,9,5,4,0
0,7003,0.0,0,0,0,0,0,0
2,7609,0.026,118,2,2,2,1,0
2,7555,0.026,186,1,2,2,1,0
3,7285,0.041,109,2,3,3,1,0
1,7202,0.014,85,1,1,1,1,0
2,7071,0.028,84,2,2,2,1,0
1,7435,0.013,89,1,1,1,1,0
0,7453,0.0,0,0,0,0,0,0
0,6887,0.0,0,0,0,0,0,0
0,7129,0.0,0,0,0,0,0,0
0,7316,0.0,0,0,0,0,0,0
1,7352,0.014,91,1,1,1,1,0
0,6887,0.0,0,0,0,0,0,0
1,7142,0.014,150,1,1,1,1,0
0,7230,0.0,0,0,0,0,0,0
0,7636,0.0,0,0,0,0,0,0
1,7291,0.014,91,1,1,1,1,0
1,7348,0.014,79,1,1,1,1,0
2,7735,0.026,82,2,2,2,1,0
4,6844,0.058,108,3,4,4,1,0
1,7379,0.014,215,1,1,1,1,0
6,7522,0.08,81,2,6,5,2,0
0,6896,0.0,0,0,0,0,0,0
2,7602,0.026,94,1,2,2,1,0
1,7398,0.014,85,1,1,1,1,0
1,7693,0.013,83,1,1,1,1,0
2,7051,0.028,86,2,2,2,1,0
0,7002,0.0,0,0,0,0,0,0
2,7110,0.028,88,2,2,2,1,0
3,7479,0.04,90,2,3,3,1,0
1,7404,0.014,89,1,1,1,1,0
4,7204,0.056,125,2,4,3,2,0
1,7176,0.014,140,1,1,1,1,0
0,7256,0.0,0,0,0,0,0,0
6,6962,0.086,84,3,6,5,2,0
7,7481,0.094,115,3,7,4,3,0
15,7017,0.214,85,4,15,9,4,0
2,7426,0.027,72,1,2,2,1,0
1,7291,0.014,75,1,1,1,1,0
0,7166,0.0,0,0,0,0,0,0
0,7444,0.0,0,0,0,0,0,0
1,7104,0.014,89,1,1,1,1,0
1,7206,0.014,126,1,1,1,1,0
2,7136,0.028,120,2,2,2,1,0
0,7527,0.0,0,0,0,0,0,0
0,7376,0.0,0,0,0,0,0,0
1,7418,0.013,130,1,1,1,1,0
1,7679,0.013,87,1,1,1,1,0
1,7503,0.013,89,1,1,1,1,0
1,7794,0.013,89,1,1,1,1,0
1,6968,0.014,152,1,1,1,1,0
2,7475,0.027,108,2,2,2,1,0
0,7543,0.0,0,0,0,0,0,0
2,7392,0.027,80,1,2,2,1,0
1,7119,0.014,136,1,1,1,1,0
1,7361,0.014,89,1,1,1,1,0
0,7406,0.0,0,0,0,0,0,0
1,7690,0.013,80,1,1,1,1,0
2,7367,0.027,88,1,2,2,1,0
5,6683,0.075,78,2,5,4,2,0
1,7418,0.013,89,1,1,1,1,0
0,7431,0.0,0,0,0,0,0,0
1,6885,0.015,89,1,1,1,1,0
0,6793,0.0,0,0,0,0,0,0
0,7676,0.0,0,0,0,0,0,0
3,7026,0.043,128,2,3,3,1,0
2,7483,0.027,84,1,2,2,1,0
1,7215,0.014,94,1,1,1,1,0
0,7494,0.0,0,0,0,0,0,0
2,7606,0.026,83,2,2,2,1,0
1,6894,0.015,74,1,1,1,1,0
1,7813,0.013,89,1,1,1,1,0
2,7476,0.027,80,2,2,2,1,0
1,7358,0.014,77,1,1,1,1,0
1,7558,0.013,91,1,1,1,1,0
1,7438,0.013,84,1,1,1,1,0
2,7210,0.028,87,2,2,2,1,0
1,7254,0.014,89,1,1,1,1,0
3,7680,0.039,104,2,3,3,1,0
0,7575,0.0,0,0,0,0,0,0
0,7087,0.0,0,0,0,0,0,0
1,7757,0.013,83,1,1,1,1,0
6,6877,0.087,95,2,6,5,2,0
0,7679,0.0,0,0,0,0,0,0
0,7533,0.0,0,0,0,0,0,0
0,7827,0.0,0,0,0,0,0,0
3,7714,0.039,126,2,3,3,1,0
0,7688,0.0,0,0,0,0,0,0
1,7471,0.013,89,1,1,1,1,0
0,7676,0.0,0,0,0,0,0,0
2,7110,0.028,136,1,2,2,1,0
1,7562,0.013,89,1,1,1,1,0
2,7546,0.027,89,2,2,2,1,0
0,7573,0.0,0,0,0,0,0,0
0,7636,0.0,0,0,0,0,0,0
1,7263,0.014,89,1,1,1,1,0
3,7488,0.04,99,1,3,3,1,0
0,7646,0.0,0,0,0,0,0,0
6,7235,0.083,79,1,5,4,3,0
5,6974,0.072,93,2,5,4,2,0
2,6983,0.029,84,2,2,2,1,0
0,7576,0.0,0,0,0,0,0,0
1,7221,0.014,85,1,1,1,1,0
1,7290,0.014,219,1,1,1,1,0
1,7222,0.014,76,1,1,1,1,0
